file_path,label,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_sd_1,mfcc_sd_2,mfcc_sd_3,mfcc_sd_4,mfcc_sd_5,mfcc_sd_6,mfcc_sd_7,mfcc_sd_8,mfcc_sd_9,mfcc_sd_10,mfcc_sd_11,mfcc_sd_12,mfcc_sd_13,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,delta_13,deltadelta_1,deltadelta_2,deltadelta_3,deltadelta_4,deltadelta_5,deltadelta_6,deltadelta_7,deltadelta_8,deltadelta_9,deltadelta_10,deltadelta_11,deltadelta_12,deltadelta_13
C:/Users/dagmw/PycharmProjects/PythonProject/Updated code 2/heartbeat_sounds_dataset/Heartbeat-Sounds-Dataset-main/Heartbeat_Sound/artifact/artifact__201012172012.wav,artifact,34.03243834514628,-6.749629241707579,-3.041042545049422,-1.6882764413952513,-0.1643159920181009,-2.3995767230670744,0.6675691027146464,-2.9884407334809917,0.4233991008982233,-3.482807312167198,-0.018832867497168067,-2.0336182593303733,-0.5910292031947397,9.495494662459967,4.7837247193555505,3.0728133067141896,3.402698219399064,3.4423673860175232,3.289650807419573,2.895647675073243,2.8091384089246763,2.746349121256296,2.8435679414644497,2.878199318142207,2.74145223803959,2.949721414156688,0.004831354094798538,0.002554289989364172,-0.004589093039144795,-0.008810734227694073,-0.005725733873357062,0.003116712734177036,0.008186486800499606,-6.304712943804223e-5,-0.004399556343424901,-0.00198756983800782,0.0021935786976509672,0.0019660947386326943,0.0014915299693514315,-0.004540906107181002,-0.004928021689479266,-0.006017371200175539,-0.005808411967730231,-0.006174691427937928,-0.0036947854313634154,-0.003824973449555728,-0.0017974214948198195,2.691022597806791e-4,0.003997633097775314,0.0013472665518405905,-0.005652819626866941,0.0013624625662740485
C:/Users/dagmw/PycharmProjects/PythonProject/Updated code 2/heartbeat_sounds_dataset/Heartbeat-Sounds-Dataset-main/Heartbeat_Sound/artifact/artifact__201105040918.wav,artifact,14.815759683802321,-12.287817842861617,3.8601271249905116,-5.8540785247491325,-1.4473265976393823,-2.864122472201332,2.4791766308716543,-7.359379288071985,4.733164392776145,-3.3469583687313826,0.1652305586226739,-2.4351829562324125,0.5481946145509703,29.062003729974023,10.01123670253231,9.465583528590523,3.677961664355082,2.2496227700393696,3.7000231043166574,3.137409958390877,4.018878785148174,4.122511689494877,1.9986381330785667,2.1342356806117615,2.71422104923701,2.40451068023906,0.05942746553113458,0.02281030836694982,-0.021277427085715537,0.0047128105176173106,-0.006436888088986667,-0.009930351350234333,-0.004179376593399057,0.0056847505261444255,-0.003260880098657121,-0.002841609737053635,-0.0010547472654597082,-0.0028573768985608455,-0.0033434191020029,-0.0014211037597639867,-0.001488764441676799,9.930971841811385e-4,0.0011946521720120377,0.0010323244026528777,9.230277922803352e-4,9.102683519482703e-4,0.001618399016323001,-0.0032547425246822084,-0.001847575763225052,-0.0010381734399227233,9.59839061110339e-4,-0.0011637345388682493
C:/Users/dagmw/PycharmProjects/PythonProject/Updated code 2/heartbeat_sounds_dataset/Heartbeat-Sounds-Dataset-main/Heartbeat_Sound/artifact/artifact__201105041959.wav,artifact,40.11716093743053,-6.883254285227596,-5.632976820245187,-1.9361225821988242,-5.535988346480589,-2.5965707559103075,-2.6347128682931285,-4.470767036392215,0.5368394640301603,-4.4385117161094545,0.7914189058904575,-3.5814098646530637,-0.7736561794626187,10.129572697613488,2.774466636197833,1.9367186973805899,3.1556935480990016,3.2969348899858018,3.629414379007052,2.5559945500587884,2.1811698834576227,2.5119772673582923,2.5802389181521432,2.750564030422189,2.5987267618149836,2.562193777986133,-0.0024586275191277214,-0.002785569057420615,-1.5256543950045552e-4,0.0030089413022075374,-6.46330223614586e-5,-0.003593748400181305,-0.006833413120990184,1.1150384421232723e-4,9.062067492254454e-4,0.004308622127552905,0.009540424130038343,0.005883889600593401,0.002773781359281296,-0.0015796756243288848,-0.0010125442327738616,4.327288602173344e-4,3.221437233149851e-4,-0.003369575355510545,-0.0013828878439330124,-0.0027947956229864264,0.0014325839643970462,0.002950811160619371,5.105737604964669e-4,9.784833852864233e-4,-0.005907476483176975,-0.009003084318062874
C:/Users/dagmw/PycharmProjects/PythonProject/Updated code 2/heartbeat_sounds_dataset/Heartbeat-Sounds-Dataset-main/Heartbeat_Sound/artifact/artifact__201105051017.wav,artifact,70.6377464140014,4.5121648709767435,-5.040336737226164,3.2211566128010047,-1.6911435403648114,-2.293734697509125,-3.339985525301833,-3.802000222061674,-3.09373429031745,-2.100136095098863,-2.1483517461157238,-4.298219753874882,-2.787801490573585,8.337948493149527,4.080378278063365,4.844013953307964,3.136352206219078,3.5487030251329035,3.324864551339484,3.1454546089530995,3.304947165032132,3.1917132330045317,3.193316252289782,3.305219496845626,3.548951984850703,3.5040306938822767,-0.007682077076335753,0.010224484386145491,0.006303334510104067,-0.003030968401647203,0.004987535755970528,7.04348399245651e-4,0.002975763706303893,-0.002271279351580652,0.0049146229911001095,0.003772685569723519,-0.001329666831966467,-0.002889049376934512,0.0022926979352535324,-3.5380641980517887e-4,-0.0029100087140566905,7.154980478837487e-4,0.006926981892851485,0.004488294362796317,0.006024256174734541,0.004589613587726122,-0.00152984034416701,0.0015761338832722801,-0.0014948412660169314,0.003925913102795892,0.010131116589889027,0.005404535761669493
C:/Users/dagmw/PycharmProjects/PythonProject/Updated code 2/heartbeat_sounds_dataset/Heartbeat-Sounds-Dataset-main/Heartbeat_Sound/artifact/artifact__201105060108.wav,artifact,72.43051862834652,1.407009871609935,-3.314617516510325,-1.2440863400494826,-0.8984400031816359,-1.1833567648181966,0.6169264764307587,-3.331771926726024,-1.086591910439621,-4.256816263891736,0.1608604332361883,-2.2423609267091726,-2.762296453231607,11.24905071030053,3.0633255126465024,2.9161835256071145,2.2985415712724238,3.1500729521355364,2.825461304983955,2.8985127509163195,3.1933938119033307,3.5787745999667013,3.2263571997732354,3.635344253366216,3.547610863599692,4.581427405415347,-6.214193212491973e-4,-0.0013433258106802378,1.883940403017435e-4,0.0017066176684444369,0.005983267099529074,-7.328995194795226e-4,-0.0010679208341101752,0.003742684121917379,0.0035318108559107197,-0.002987434275844521,-0.009284672670556767,0.0021180792503132278,5.826021513457061e-4,6.429956929075997e-4,1.1496217503095323e-4,-5.176045437294612e-4,0.0028212423915567864,3.4472359149176855e-4,-0.0032090715563707736,-0.003046587978013505,-3.235535582041437e-4,-3.2858283327717234e-5,0.0044658903045272725,0.004783990361496312,0.004148698154762854,-0.003578871950099806
C:/Users/dagmw/PycharmProjects/PythonProject/Updated code 2/heartbeat_sounds_dataset/Heartbeat-Sounds-Dataset-main/Heartbeat_Sound/artifact/artifact__201105061143.wav,artifact,21.36299374114425,-9.173970087900997,2.068882427363265,-3.480437732046957,0.8000880138164282,1.6527648128996173,3.732995711438224,-6.443103043109314,6.605353201544518,-1.6166440835356064,-0.0615442848358966,-0.702476140316334,1.4900267904029099,39.26594312790621,14.323578045222645,12.538588691199035,6.207734078184083,1.9366606713121433,2.450743500030953,2.707384333142773,5.511234712575623,2.786074713847363,2.698359667644698,2.4233296366660144,2.515967909601014,2.44394788221204,0.08973332477004974,0.033737247430570334,-0.030777103556701168,0.01625604429246187,0.006098888875418176,-0.0038444582988553452,-0.009021432653888295,0.013308563324548937,-0.004765860741918104,-0.006605876276347227,0.006666415153464126,0.01213787474298396,0.001484505006454542,-1.4760701729653127e-4,-0.002939095981377939,-0.004796699088866984,-0.005220050035812353,0.0020571844096013993,0.003682414910126167,-0.0031274981280650918,0.0013825208664384385,7.47633859457278e-4,-0.0037364853465187858,-0.007446712002318088,-0.004935508879393293,0.008005429973977369
C:/Users/dagmw/PycharmProjects/PythonProject/Updated code 2/heartbeat_sounds_dataset/Heartbeat-Sounds-Dataset-main/Heartbeat_Sound/artifact/artifact__201105190800.wav,artifact,39.63023186409022,-5.767157437127914,-2.2961720681640623,-4.681911236132314,-1.1650583823665237,-1.6793871172588732,-0.06649631304103752,-6.3324616480927585,0.4778038273874886,-3.2815397821912744,-1.3530427715207634,-3.7388647000718214,-1.6382407259184228,30.609366027956977,9.703209079815919,8.470550012297855,3.213773396566648,1.9914941629417446,2.5001989183230457,3.3514474458555097,3.1166862210387722,4.899472555568993,2.6026051848843417,2.853516675965795,3.0928267314105367,3.11008596544543,0.028290660198525407,0.006187051342834599,-0.005752360270467436,0.008098380091741068,-0.00540869821072318,-9.294961454097169e-4,0.0012093830490906184,0.0033401722999155726,-0.00756747125121804,-0.00630332483992427,-0.004671302175320933,-6.27604475534476e-4,0.005737887063896324,-0.0016306731420244133,-0.0022551814413794805,0.00116884333253534,-0.0021686686269987445,-0.007537184778213874,-0.006826726069232216,-0.0033658320514632933,-3.9067401505305985e-4,-7.28603020413905e-4,0.0027585048992241124,0.005996229385765119,0.006868886118887398,0.006303950909022153
C:/Users/dagmw/PycharmProjects/PythonProject/Updated code 2/heartbeat_sounds_dataset/Heartbeat-Sounds-Dataset-main/Heartbeat_Sound/artifact/artifact__201105280851.wav,artifact,72.0471221311363,5.814209922608257,-3.9393148060837855,5.3976840626809794,2.7648403366385153,-2.8724103727064283,2.3558495342125045,1.6742375202723203,2.0652345993499703,-3.7043328458495792,4.682976161097939,-1.725432402964974,0.9665129929871782,23.123073849878573,5.545973299755947,4.455723285277612,4.524203263594664,4.046278913448293,4.049547448478936,3.644604174008484,5.3883255891364845,3.633279014348658,3.694626447864745,4.65500673056892,3.5042928757377707,3.0671919061880386,-0.0068535402375811336,1.365490070111576e-4,0.015143426736025844,-0.001248754922505629,-0.011397021125540118,0.011001800532731247,0.0019472252115326854,-0.013929067695452683,0.00492384496978119,0.011680751362780425,-0.007709335910420313,-0.009716910780766613,1.7603563615110955e-4,-0.0031706871781070505,-0.0026108680167356156,2.9923170374364334e-4,-1.7808485297423615e-4,5.872730331746002e-4,-0.0015407437352919365,-0.00198798507218874,-0.0031724170162341996,-0.004001192134099892,0.004285078274732194,0.003557163283358445,-0.001304559169636282,-0.00163247812292603
C:/Users/dagmw/PycharmProjects/PythonProject/Updated code 2/heartbeat_sounds_dataset/Heartbeat-Sounds-Dataset-main/Heartbeat_Sound/artifact/artifact__201106010559.wav,artifact,62.24121604582701,-0.25015732271117636,-3.198066709697088,2.0008852764728124,-2.93570359359232,-2.9177741386937486,-0.8604765137398066,-4.876819555508776,-3.574069602760811,-2.0667471487334437,-6.5550582395187265,-1.6465053642076528,-6.007787094724012,14.525356025743726,3.6691402833909215,5.683728905792912,3.908590263269846,4.53156951267718,2.8928644079319787,3.107230933038061,2.9725358952271708,2.9119514491738516,3.1175987791479054,3.0668605592061495,3.8235326637204823,3.8731852176945045,0.012237123054787137,1.8343942381119743e-4,-0.003929750992517155,0.010824858004321954,-0.0034573848282537724,0.007560677795240998,-0.007706303794286371,-0.005944590457722659,0.0011921960258409322,0.0037479239252844712,0.005415023847291954,-0.01242086748785436,0.004993993041131116,0.005529141924387788,-0.002983302007982322,0.002219588510306088,0.0029695235904140817,-0.003078647544687034,0.005980615653935087,-0.0047937319893872525,-0.0018441742942914682,-0.004287041580531254,-0.003763333468150647,-0.011797418974052756,-0.0077424401144861,0.008864712151995767
C:/Users/dagmw/PycharmProjects/PythonProject/Updated code 2/heartbeat_sounds_dataset/Heartbeat-Sounds-Dataset-main/Heartbeat_Sound/artifact/artifact__201106010602.wav,artifact,122.79541892362528,-5.0532778260448215,-9.214737578233189,-0.047734696581087,-2.6688328587681505,-2.191317189508426,-2.422704015731633,-1.995401443724274,-1.8627035471755768,-1.5494909245678894,-3.0065015542211198,-1.180008047221679,-1.1272432732084232,11.735256050819565,3.8126531487384865,4.084494914256066,2.346336253988431,2.518772825031873,2.5087667585621234,3.0317820000174884,2.5893774930816553,2.5497815469833767,2.661840872862842,4.6966840253302955,2.8221632279734417,3.0893327969897375,0.029436608216622265,-9.878203726491912e-4,0.0034427142500205346,-0.0032378012156221835,0.004316774156102934,-9.837068767465835e-4,0.004536424565828674,6.684489327281573e-4,0.002620539782377654,0.004166453508732353,0.01119875224847635,0.004508223523335914,0.006002614013482388,0.001845018302105864,-3.8545495747289993e-4,0.001386340492303863,-0.0022674838298375084,-0.0048064208661007845,-0.0013653468933444992,-0.002476486908306578,-0.0030182641513884765,0.001785249571321718,0.006348942905790011,0.008918272105462968,0.0071566319658432406,0.006642071088640317
